"concept_id_1","concept_name.x","total_patient_count","total_event_count","n","concepts"
436108,"Acute angle-closure glaucoma",64906,202119,3,"Acute angle-closure glaucoma, bilateral | 
Acute angle-closure glaucoma, right eye | 
Acute angle-closure glaucoma, left eye"
4013461,"Closed fracture distal humerus, lateral condyle",66339,202107,4,"Displaced fracture of lateral condyle of left humerus, initial encounter for closed fracture | 
Displaced fracture of lateral condyle of right humerus, initial encounter for closed fracture | 
Nondisplaced fracture of lateral condyle of left humerus, initial encounter for closed fracture | 
Nondisplaced fracture of lateral condyle of right humerus, initial encounter for closed fracture"
372929,"Chronic eustachian tube salpingitis",82379,201859,3,"Chronic Eustachian salpingitis, bilateral | 
Chronic Eustachian salpingitis, right ear | 
Chronic Eustachian salpingitis, left ear"
4191001,"Angle-closure glaucoma",18709,201829,3,"Residual stage of angle-closure glaucoma, bilateral | 
Residual stage of angle-closure glaucoma, right eye | 
Residual stage of angle-closure glaucoma, left eye"
381291,"Neurotrophic keratoconjunctivitis",40970,201781,3,"Neurotrophic keratoconjunctivitis, left eye | 
Neurotrophic keratoconjunctivitis, right eye | 
Neurotrophic keratoconjunctivitis, bilateral"
4214076,"Spontaneous rupture of extensor tendons",59822,201003,12,"Spontaneous rupture of extensor tendons, right shoulder | 
Spontaneous rupture of extensor tendons, right lower leg | 
Spontaneous rupture of extensor tendons, left lower leg | 
Spontaneous rupture of extensor tendons, right thigh | 
Spontaneous rupture of extensor tendons, left thigh | 
Spontaneous rupture of extensor tendons, left ankle and foot | 
Spontaneous rupture of extensor tendons, left shoulder | 
Spontaneous rupture of extensor tendons, right ankle and foot | 
Spontaneous rupture of extensor tendons, right forearm | 
Spontaneous rupture of extensor tendons, left forearm | 
Spontaneous rupture of extensor tendons, right upper arm | 
Spontaneous rupture of extensor tendons, left upper arm"
40482293,"Stress fracture of tibia",75673,200552,12,"Stress fracture, right tibia, initial encounter for fracture | 
Stress fracture, left tibia, initial encounter for fracture | 
Stress fracture, left tibia, subsequent encounter for fracture with routine healing | 
Stress fracture, right tibia, subsequent encounter for fracture with routine healing | 
Stress fracture, left tibia, subsequent encounter for fracture with delayed healing | 
Stress fracture, right tibia, subsequent encounter for fracture with delayed healing | 
Stress fracture, right tibia, subsequent encounter for fracture with nonunion | 
Stress fracture, left tibia, subsequent encounter for fracture with nonunion | 
Stress fracture, right tibia, subsequent encounter for fracture with malunion | 
Stress fracture, left tibia, subsequent encounter for fracture with malunion | 
Stress fracture, left tibia | 
Stress fracture, right tibia"
4167100,"Laceration of chest wall",90211,199708,24,"Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of right front wall of thorax without penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of left back wall of thorax without penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of left back wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of right back wall of thorax with penetration into thoracic cavity, initial encounter | 
Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of right front wall of thorax with penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of right back wall of thorax with penetration into thoracic cavity, subsequent encounter | 
Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity | 
Laceration without foreign body of right front wall of thorax without penetration into thoracic cavity | 
Laceration without foreign body of right back wall of thorax with penetration into thoracic cavity | 
Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity | 
Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity | 
Laceration without foreign body of left back wall of thorax without penetration into thoracic cavity | 
Laceration without foreign body of right front wall of thorax with penetration into thoracic cavity | 
Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity"
372479,"Laceration of eye",86235,199601,6,"Ocular laceration without prolapse or loss of intraocular tissue, left eye, initial encounter | 
Ocular laceration without prolapse or loss of intraocular tissue, right eye, initial encounter | 
Ocular laceration without prolapse or loss of intraocular tissue, left eye, subsequent encounter | 
Ocular laceration without prolapse or loss of intraocular tissue, right eye, subsequent encounter | 
Ocular laceration without prolapse or loss of intraocular tissue, left eye | 
Ocular laceration without prolapse or loss of intraocular tissue, right eye"
440738,"Phlebitis of the femoral vein",86024,199025,3,"Phlebitis and thrombophlebitis of left femoral vein | 
Phlebitis and thrombophlebitis of femoral vein, bilateral | 
Phlebitis and thrombophlebitis of right femoral vein"
437361,"Acquired equinovarus - clubfoot",55540,198988,2,"Acquired clubfoot, right foot | 
Acquired clubfoot, left foot"
45772701,"Closed fracture of middle phalanx of ring finger",96716,198900,4,"Displaced fracture of middle phalanx of left ring finger, initial encounter for closed fracture | 
Displaced fracture of middle phalanx of right ring finger, initial encounter for closed fracture | 
Nondisplaced fracture of middle phalanx of left ring finger, initial encounter for closed fracture | 
Nondisplaced fracture of middle phalanx of right ring finger, initial encounter for closed fracture"
45771403,"Stress fracture of femur",63146,196737,14,"Stress fracture, left femur, initial encounter for fracture | 
Stress fracture, right femur, initial encounter for fracture | 
Stress fracture, right femur, subsequent encounter for fracture with routine healing | 
Stress fracture, left femur, subsequent encounter for fracture with routine healing | 
Stress fracture, left femur, subsequent encounter for fracture with delayed healing | 
Stress fracture, right femur, subsequent encounter for fracture with delayed healing | 
Stress fracture, left femur, subsequent encounter for fracture with nonunion | 
Stress fracture, right femur, subsequent encounter for fracture with nonunion | 
Stress fracture, right femur, subsequent encounter for fracture with malunion | 
Stress fracture, left femur, subsequent encounter for fracture with malunion | 
Stress fracture, right shoulder, subsequent encounter for fracture with delayed healing | 
Stress fracture, left shoulder, subsequent encounter for fracture with delayed healing | 
Stress fracture, right femur | 
Stress fracture, left femur"
381302,"Obstruction of Eustachian tube",92590,195820,3,"Unspecified obstruction of Eustachian tube, bilateral | 
Unspecified obstruction of Eustachian tube, right ear | 
Unspecified obstruction of Eustachian tube, left ear"
45770919,"Infantile and/or juvenile cataract",81165,194250,18,"Infantile and juvenile nuclear cataract, bilateral | 
Posterior subcapsular polar infantile and juvenile cataract, bilateral | 
Infantile and juvenile cortical, lamellar, or zonular cataract, bilateral | 
Posterior subcapsular polar infantile and juvenile cataract, right eye | 
Posterior subcapsular polar infantile and juvenile cataract, left eye | 
Combined forms of infantile and juvenile cataract, bilateral | 
Unspecified infantile and juvenile cataract, bilateral | 
Anterior subcapsular polar infantile and juvenile cataract, bilateral | 
Infantile and juvenile nuclear cataract, right eye | 
Infantile and juvenile nuclear cataract, left eye | 
Unspecified infantile and juvenile cataract, right eye | 
Anterior subcapsular polar infantile and juvenile cataract, left eye | 
Anterior subcapsular polar infantile and juvenile cataract, right eye | 
Infantile and juvenile cortical, lamellar, or zonular cataract, right eye | 
Infantile and juvenile cortical, lamellar, or zonular cataract, left eye | 
Unspecified infantile and juvenile cataract, left eye | 
Combined forms of infantile and juvenile cataract, right eye | 
Combined forms of infantile and juvenile cataract, left eye"
432890,"Microaneurysm of retinal artery",73856,194065,3,"Retinal micro-aneurysms, unspecified, bilateral | 
Retinal micro-aneurysms, unspecified, right eye | 
Retinal micro-aneurysms, unspecified, left eye"
40491872,"Foreign body in lower leg",64356,192484,12,"Laceration with foreign body, left lower leg, initial encounter | 
Laceration with foreign body, right lower leg, initial encounter | 
Laceration with foreign body, right lower leg, subsequent encounter | 
Laceration with foreign body, left lower leg, subsequent encounter | 
Puncture wound with foreign body, left lower leg, initial encounter | 
Puncture wound with foreign body, right lower leg, initial encounter | 
Puncture wound with foreign body, right lower leg, subsequent encounter | 
Puncture wound with foreign body, left lower leg, subsequent encounter | 
Laceration with foreign body, right lower leg | 
Laceration with foreign body, left lower leg | 
Puncture wound with foreign body, right lower leg | 
Puncture wound with foreign body, left lower leg"
4185013,"Foreign body in skin of hand",117567,192454,6,"Superficial foreign body of right hand, initial encounter | 
Superficial foreign body of left hand, initial encounter | 
Superficial foreign body of left hand, subsequent encounter | 
Superficial foreign body of right hand, subsequent encounter | 
Superficial foreign body of right hand | 
Superficial foreign body of left hand"
375263,"Cycloplegia",87392,192278,3,"Paresis of accommodation, bilateral | 
Paresis of accommodation, right eye | 
Paresis of accommodation, left eye"
443582,"Arthropathy of joint of hand",125287,191771,8,"Other specified joint disorders, right hand | 
Other specified joint disorders, left hand | 
Other specific arthropathies, not elsewhere classified, right hand | 
Other specific arthropathies, not elsewhere classified, left hand | 
Arthropathies in other specified diseases classified elsewhere, right hand | 
Arthropathies in other specified diseases classified elsewhere, left hand | 
Postimmunization arthropathy, right hand | 
Postimmunization arthropathy, left hand"
437409,"Intracranial injury",84092,190747,44,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter | 
Contusion and laceration of left cerebrum without loss of consciousness, initial encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter | 
Contusion and laceration of right cerebrum without loss of consciousness, subsequent encounter | 
Contusion and laceration of left cerebrum without loss of consciousness, subsequent encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter | 
Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less | 
Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes | 
Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes | 
Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration | 
Contusion and laceration of left cerebrum without loss of consciousness | 
Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours | 
Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less | 
Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours | 
Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness | 
Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration | 
Contusion and laceration of right cerebrum without loss of consciousness | 
Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes | 
Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes | 
Contusion and laceration of left cerebrum | 
Injury of left internal carotid artery, intracranial portion, not elsewhere classified | 
Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter | 
Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness"
45773064,"Traction detachment of retina due to type 2 diabetes mellitus",35164,190601,3,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye | 
Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye | 
Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
4015506,"Closed fracture distal femur, medial condyle",71898,190490,20,"Displaced fracture of medial condyle of right femur, initial encounter for closed fracture | 
Displaced fracture of medial condyle of left femur, initial encounter for closed fracture | 
Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with routine healing | 
Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with routine healing | 
Nondisplaced fracture of medial condyle of left femur, initial encounter for closed fracture | 
Nondisplaced fracture of medial condyle of right femur, initial encounter for closed fracture | 
Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with routine healing | 
Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with routine healing | 
Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with nonunion | 
Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with nonunion | 
Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with delayed healing | 
Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with delayed healing | 
Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with delayed healing | 
Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with delayed healing | 
Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with malunion | 
Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with nonunion | 
Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with malunion | 
Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with nonunion | 
Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with malunion | 
Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with malunion"
